,id,comments_id,comments_created_time,comments_message,Clustering
11432,365304090334712_531257230406063,531257230406063_531662527032200,2016-08-20T19:53:42+0000,ياريت يكون الخصم اكتر من كده  وخصوصا ان انا زبونه ميفكو حلوان فرع سموحه,4
11433,365304090334712_531257230406063,531257230406063_542913702573749,2016-09-17T03:53:48+0000,ممكن اعرف مقاسات كل جزامة ( الطول - العرض - العمق ) وهل ممكن اطلب مقاس معين بواصفات خاصة ارجو الرد وشكرا لكم,4
11434,365304090334712_531257230406063,531257230406063_531563947042058,2016-08-20T15:13:37+0000,طلبت منكم كذا مره منتجات ترابيزات التلفزيون ولا حد عبرنى ياريت نهتم بالرد على العملا,4
11435,365304090334712_531257230406063,531257230406063_843108999220883,2018-06-29T02:06:35+0000,موجودة دلوقتي,4
11436,365304090334712_531257230406063,531257230406063_810142595850857,2018-05-04T17:24:16+0000,في جزامات عرض متر ونص وبكام واشكالها إيه,4
11437,365304090334712_531257230406063,531257230406063_531690747029378,2016-08-20T21:44:00+0000,هو فيه امكانيه ابعت صوره سرير بدورين يمكن تنفذه ولا لا ولو ينفع تنفذوه ممكن اعرف التكلفه كام,4
11438,365304090334712_531257230406063,531257230406063_531308813734238,2016-08-20T00:53:26+0000,موجودة في الاسكندريه,4
11439,365304090334712_531257230406063,531257230406063_531674677030985,2016-08-20T20:32:58+0000,فيه عروض للصالونات والانتريهات,4
11440,365304090334712_531257230406063,531257230406063_531822293682890,2016-08-21T05:42:40+0000,كل منتجاتكم جاهزة والا ممكن تفصلوا؟,4
11441,365304090334712_531257230406063,531257230406063_544782552386864,2016-09-21T16:58:57+0000,ممكن عنوان و تليفون فرع مدينة نصر و مواعيد العمل من كام لكام و ايام ايه؟,4
11442,365304090334712_531257230406063,531257230406063_537770889754697,2016-09-04T12:17:04+0000,لو سمحت الخصم موجود لشهر 9 والا خلص ؟؟,1
11443,365304090334712_531257230406063,531257230406063_531313090400477,2016-08-20T01:21:51+0000,أسعار عاليه جدا بصراحه,4
11444,365304090334712_531257230406063,531257230406063_535565776641875,2016-08-30T07:58:12+0000,هل موجود عندكم سرير دورين معدن وسعرة كام,4
11445,365304090334712_531257230406063,531257230406063_531681360363650,2016-08-20T21:00:53+0000,سعرحجرةنوم للشباب ايه,4
11446,365304090334712_531257230406063,531257230406063_531326177065835,2016-08-20T02:28:56+0000,ممكن اشوف سراير بدورين والسعر,4
11447,365304090334712_531257230406063,531257230406063_537325906465862,2016-09-03T10:59:16+0000,العنوان بالضبط في الاسكندرية,4
11448,365304090334712_531257230406063,531257230406063_531279550403831,2016-08-19T22:29:14+0000,اسعار غاليه جدا جدا,4
11449,365304090334712_531257230406063,531257230406063_545186179013168,2016-09-22T16:39:12+0000,الخصم لو سمحت لسه موجود علي الجزامات,1
11450,365304090334712_531257230406063,531257230406063_531674823697637,2016-08-20T20:33:31+0000,ممكن العنوان فى الاسكندرية,4
11451,365304090334712_529858760545910,529858760545910_530463680485418,2016-08-17T22:36:52+0000,يعنى ايه التسليم فورى مش المفروض هياخد وقت عشان ينفز التصميم المطلوب حسب المساحه والمتر بكام ونوع الخشب ايه؟,4
11452,365304090334712_529858760545910,529858760545910_530326747165778,2016-08-17T16:01:37+0000,انا واخده من عندكم مطبخ ارو من فتره وعايزه اعمله توسعه للسقف يعني قطعتين علويينين كل واحده متر بارتفاع ٤٥ سم هل متوفر عندكم جاهز المقاسات دي ؟ وكم السعر للوحده ضرفتين من فضلك طول متر وارتفاع ٤٥سم علوي؟,4
11453,365304090334712_529858760545910,529858760545910_530806203784499,2016-08-18T20:00:12+0000,لو سمحت اناعندي المطبخ حوالي 4مترمن فوق  وهقفل برضه4متر عاوزاعرف لوسعرخشمونيوم وعادي بكام وعندي باب حمام حوالي2.10×66سم سعرp.sوالعادي,4
11454,365304090334712_529858760545910,529858760545910_530483697150083,2016-08-17T23:23:20+0000,هو انتم مش عايزن تقولوا على اسعار يعنى لو وحدة ٣متر بكام وخشب جيد متوسط كام,4
11455,365304090334712_529858760545910,529858760545910_530255977172855,2016-08-17T12:37:45+0000,يعني ايه يقوم بتوزيع الوحدات علي المطبخ يعني قص ولزق ارجو التو ضيح وبكام المتر من فضلك؟,4
11456,365304090334712_529858760545910,529858760545910_530312837167169,2016-08-17T15:16:19+0000,مع كامل حبي واحترامي انا واحد من الناس مليش في الكلام ده انا عايز مثال لمطبخ بمقاساته وتصميمه  بالتكاليف,4
11457,365304090334712_529858760545910,529858760545910_530446023820517,2016-08-17T21:17:48+0000,بعد اذنك تقول لنا الوحدة تقريبا مقاسها كام علشان نقدر نعرف التكلفة الإجمالية للمطبخ بالتقريب؟,4
11458,365304090334712_529858760545910,529858760545910_530628793802240,2016-08-18T09:39:51+0000,هل من الممكن ان يقوم مهندس من عندكم لمعاينه المطبخ بالفيلا عندي في بني سويف,4
11459,365304090334712_529858760545910,529858760545910_534191510112635,2016-08-27T00:37:32+0000,لو سمحت بالنسبة للركنيات والمطابخ والصالون لو عيزة اشترى لازم من المعروض عندكم والا ينفع اجيب موديلات عيزاها وتعملوا زيها,1
11460,365304090334712_529858760545910,529858760545910_530381937160259,2016-08-17T18:08:57+0000,ياة دة من زمان قوي لو سمحت خشب طبيعي ونوعة اية,1
11461,365304090334712_529858760545910,529858760545910_530626650469121,2016-08-18T09:31:50+0000,لو سمحت عاوزين سعر تقريبي للوحدة يعني تقول لنا أقل سعر واغلي سعر للاسترشاد,0
11462,365304090334712_529858760545910,529858760545910_787376521460798,2018-03-14T08:12:28+0000,من فضلكم المطابخ المتر بكام,4
11463,365304090334712_529858760545910,529858760545910_530535267144926,2016-08-18T03:10:57+0000,التوصيل لجميع المحافظات ولا القاهره بس - افيدونا وفقكم الله,4
11464,365304090334712_529858760545910,529858760545910_530433360488450,2016-08-17T20:10:54+0000,هل يوجد غرف نوم استلام فورى ولا لازم حجز والمدة كام يوم,4
11465,365304090334712_529858760545910,529858760545910_530530913812028,2016-08-18T02:48:29+0000,مكانكم فين فى الإسكندرية ... فى سموحة باين مش كده ؟,4
11466,365304090334712_529858760545910,529858760545910_548633448668441,2016-09-30T16:22:08+0000,يعنى اﻻسعار تتراوح من كام لكام تقريبا يعنى؟؟؟,4
11467,365304090334712_529858760545910,529858760545910_530519147146538,2016-08-18T01:51:19+0000,ممكن المحافظات وﻻ مختصر على القاهره,4
11468,365304090334712_529858760545910,529858760545910_530617470470039,2016-08-18T08:47:49+0000,المعاينة و تصميم المطبخ ع الورق و رفع مقاسات المكان بتكون بتكلفة ؟؟,4
11469,365304090334712_529858760545910,529858760545910_530225013842618,2016-08-17T10:32:15+0000,لو سمحتوا اوضه مادونا لسه موجوده اوضه الاطفال ولو موجوده التسريحه بكام,4
11470,365304090334712_529858760545910,529858760545910_530617693803350,2016-08-18T08:49:33+0000,هل ممكن استبدال القديم بالجديد ودفع الفرق المادى مع العلم ان المطبخ القديم من عندكم,4
11471,365304090334712_529858760545910,529858760545910_530251567173296,2016-08-17T12:19:20+0000,ﻻتوجد لديهم خدمة ما بعد البيع لﻻسف الشديد .,4
11472,365304090334712_529858760545910,529858760545910_530627367135716,2016-08-18T09:38:43+0000,عنوانكوا فين في مدينه نضر والمعادى بالتفصيل,4
11473,365304090334712_529858760545910,529858760545910_530372463827873,2016-08-17T17:30:47+0000,هل ممكن تنفيذ المطبخ ده على لون فاتح ابيض مثلا او رمادى فاتح؟,4
11474,365304090334712_529858760545910,529858760545910_532102160321570,2016-08-21T21:25:29+0000,مطبخي طول وعرض 5 متر 700 عايزه اعرف التكلفه تقريبا كام فوق وتحت,4
11475,365304090334712_529858760545910,529858760545910_530272953837824,2016-08-17T13:53:33+0000,هل يوجد دولاب فضيع عرض ١٢٠سم فرداني,4
11476,365304090334712_527888480742938,527888480742938_529093270622459,2016-08-14T12:54:49+0000,من فضلك الانترية البيج المعروض دة بكام ومكون من اية لانة مش واضح,4
11477,365304090334712_527888480742938,527888480742938_529892343875885,2016-08-16T13:15:20+0000,لو سمحت كنت واخد من عندكم دوﻻب وكمحتاجه منه واحد تاني تكمله للعندي ممكن وﻻ ايه,1
11478,365304090334712_527888480742938,527888480742938_529673617231091,2016-08-15T20:05:07+0000,مساء الخير انا جبت من عندكم انتريه الحقيقه متين ومستحمل بس الكسوة ..عايزة تتغير  ايه  النظام عندكم. .,4
11479,365304090334712_527888480742938,527888480742938_529601450571641,2016-08-15T15:11:58+0000,"عندي كرسي من عندكم انكسر ضهره ممكن يتصلح عندكم وفين  
علي فكره انا عفشي وعفش ولاد التلاته من مفكو زي الفل بس كرسي الصفره انكسر مش عارفه اصلحه فين",4
11480,365304090334712_527888480742938,527888480742938_529218033943316,2016-08-14T18:40:42+0000,"لو مطبخ 4متر تقفيل كامل
 يعمل كام لو سمحتو بالتقريب ارجوا اعطاء الرد لمعرفه الاسعار لاني بسمع اسعار وارقام مش طبيعيه",4
11481,365304090334712_527888480742938,527888480742938_528946260637160,2016-08-14T03:58:12+0000,انا عندى انتريه وحجرة نوم من ميفكو حبتهم من 20 سنة وكنت بسال لو محتاحين بتجددوا وانقلهم من مكان ﻻخر ده هيكلف كام,4
11482,365304090334712_527888480742938,527888480742938_537941416404311,2016-09-04T20:32:21+0000,لو سمحتم عايزة اسال عن الخشب القش الجوزي اللي بتستخدموه في المطابخ هو افضل ولا قشرة الارو لان جحزت مطبخ ومحتارة في الافضل ارو ولا جوزي .....ارجو الرد,4
11483,365304090334712_527888480742938,527888480742938_531254317073021,2016-08-19T21:20:15+0000,هل المنتجات جاهزة ممكن نشتريها وننقلها على طول ولا لازم تفصيل,4
11484,365304090334712_527888480742938,527888480742938_530820600449726,2016-08-18T20:50:54+0000,يعني ممكن الحاجات ده كلها ممكن تبقي في حدود كم انا نفسي اجهز ابني من عندكم بس مش عارفه ممكن الاسعار تناسبني ولا لأ,4
11485,365304090334712_527888480742938,527888480742938_529672303897889,2016-08-15T19:59:49+0000,من فضلكوا انا من بورسعيد وعايز اصنع مطبخ وحجرتين نوم أطفال ومحتاج مهندس يعمل معاينة ويرفع المقاسات تليفون 01011274270,4
11486,365304090334712_527888480742938,527888480742938_529112123953907,2016-08-14T13:59:34+0000,حد يعرف طريقة السداد يعنى لو مثلا بتشترى أوضة نوم. هل فى مقدم والباقى عند الإستلام مثلا ولا فى نظام سداد مختلف؟ رجاء سرعة الإفادة...,4
11487,365304090334712_527888480742938,527888480742938_528892483975871,2016-08-14T00:20:34+0000,لو تسمح عايزه اعرف نيش للسفره حوالي ٢ متر بني لون الشيكولاته تبتدي اسعاره من كام واقرب فرع لمدينه ٦ اكتوبر,4
11488,365304090334712_527888480742938,527888480742938_528750027323450,2016-08-13T13:20:09+0000,ممكن تنزلوا صور لمنتجاتكم وعليها الاسعار والافضل لو بالقطعه,4
11489,365304090334712_527888480742938,527888480742938_529221923942927,2016-08-14T18:59:52+0000,ياترى يوجد عندكم غرف نوم شبابى السرير متر او 120 سم كاملة والسعر..فى فرع الهرم,4
11490,365304090334712_527888480742938,527888480742938_528807483984371,2016-08-13T17:03:54+0000,كل لما باشوف منتجاتكم بفرح جدا وافتخر بحضراتكم ربنا معاكم ويبارك فيكم,4
11491,365304090334712_527888480742938,527888480742938_529095383955581,2016-08-14T13:03:11+0000,احسن منتجات هيا منتجاتكوا اول مرة اشوف حاجة مصري حلوة كمان بتنافس بشدة و احسن كتير من الشركات العالمية لو عايز سرير بقي كدا علي مذاجك عرض 180 علي الاقل حاجة نضيفة كدا زان احمر ولا حاجة يعملوا كام,4
11492,365304090334712_527888480742938,527888480742938_529031023962017,2016-08-14T10:29:48+0000,"هى مفكو حلوان شركة حكومية ولاقطاع خاص ولا ايه
وضمان المنتجات اد ايه
وعنوان فرع حلوان من فضلك
وهل فى كتالوجات للمنتجات
معلش 4اسئلة بس محتاج رد",4
11493,365304090334712_527888480742938,527888480742938_528711330660653,2016-08-13T11:08:31+0000,من فضلك سعر اﻻنتريه اللي في الصورة سعره كام ارجو الد وهل يوجد الوان اخري,0
11494,365304090334712_527888480742938,527888480742938_529159360615850,2016-08-14T15:32:17+0000,هل اجد ركنة بتفتح سرير و با ريت عنوان حضراتكم,4
11495,365304090334712_527888480742938,527888480742938_531171790414607,2016-08-19T17:00:13+0000,لوسمحت فرع م.ن كان فيه تجديدات خلصت ولا لسه وبدا البيع,4
11496,365304090334712_527888480742938,527888480742938_528728007325652,2016-08-13T12:06:26+0000,سعر متر المطبخ كام والخشب المستخدم ارو والا زان,0
11497,365304090334712_527888480742938,527888480742938_529781500553636,2016-08-16T05:16:26+0000,هوا ممكن تعملوا المقسات على اد المساحه اللى وجوده عندى ارجو الرد,4
11498,365304090334712_527888480742938,527888480742938_529653543899765,2016-08-15T18:51:22+0000,"ممكن تصليح كراسي السفره انكسر الخشب من فوق
او استبدالهم",4
11499,365304090334712_527888480742938,527888480742938_543848369146949,2016-09-19T10:32:27+0000,سعر الانتريه وحجرة النوم,0
11500,365304090334712_527888480742938,527888480742938_530980407100412,2016-08-19T06:55:48+0000,ممكن الاقي دولاب لحجره شبابيه ببلاكار و ياتري سعره كام,4
11501,365304090334712_527246774140442,527246774140442_527284884136631,2016-08-09T14:58:49+0000,منتجاتكم تشرف الصناعة المصرية فعلا ! انا اشتريت من عندكم سرير وتسريحة وكومود وكرسي ماساج كهربائي من حوالي اكتر من 10 سنين والحقيقة خامات ممتازة وكاني شارياهم النهارده ؛ ربنا يوفقكم ويفضل مستواكم عالي علي طول ؛ علي فكرة انا اشتريت من فرع مكرم عبيد في مدينة نصر وكان عندكم مهندسة ممتازة مش فاكرة اسمها بس كانت بنت بمائة راجل وفاهمة شغلها تمام,4
11502,365304090334712_527246774140442,527246774140442_527672294097890,2016-08-10T17:47:26+0000,"من فضلك ليه سؤال
هو ممكن اختار ديزاين لغرفه نوم كبيره بس يتعمل منها سريرين ١٢٠ 
وشكرا لكم",4
11503,365304090334712_527246774140442,527246774140442_527907310741055,2016-08-11T10:32:19+0000,منتجاتكم تتحدث عن نفسها و تشرف الصناعة المصرية فعﻻ.....انا اشتريت كل الموبيليا بتاعه شقتي من عندكم حقيقي خامات ممتازه والواحد يشتري و هو مغمض و كمان اﻻسعار ممتازه للغايه,4
11504,365304090334712_527246774140442,527246774140442_561046214093831,2016-10-27T02:56:01+0000,لو سمحت هو ينفع شراء اوضه نوم مارين  بس تغيير حجم الدولاب للاكبر ؟؟ ارجو الرد,1
11505,365304090334712_527246774140442,527246774140442_527931320738654,2016-08-11T11:35:22+0000,انا اشتريت انتريه من عندكم تقريبا من سنتين وبمرور اقل منشهرين من الاستعمال هبطت الشلط وتم ارجعه للمصنع تم تغييره ولكن للاسف هبطتت مرة اخري وقالوا انه لم تصلح الا شهر نوفمبر فارجو الافاده,4
11506,365304090334712_527246774140442,527246774140442_527758634089256,2016-08-10T23:36:23+0000,أنا شاريه السفره واوضه بنتى من مفكو بصراحه حاجه تشرف الواحد يشترى وهو مغمض عينيه,4
11507,365304090334712_527246774140442,527246774140442_527649780766808,2016-08-10T16:18:51+0000,"هل يمكنكم عمك dressing built in مقاس حسب الطلب؟؟؟
انا كمان عندي مكتبة و ترابيزة تليفزيون و جزامة من 10 سنين صناعة ممتازة. .",4
11508,365304090334712_527246774140442,527246774140442_527576814107438,2016-08-10T12:00:33+0000,يا رب تكون حاجاتكم زى زمان .من فضلك مافيش عنكم مكتبة كتب كبيرة,4
11509,365304090334712_527246774140442,527246774140442_527534210778365,2016-08-10T09:13:59+0000,اشترينا غرفة نوم من أربع سنين وفيه مشكلة فى جرار الدولاب وبنحاول نكلمكوا مش بنوصل لكم مع العلم ان الغرفة فى القناطر ممكن الصيانة تيجى القناطر,4
11510,365304090334712_527246774140442,527246774140442_527946584070461,2016-08-11T12:24:58+0000,يعني لو سمحت انا لو نقيت اي ٣ اوض يبقي فيه خصم ١٠٪ ولا بس الخصم ع المعروض ده ؟؟,1
11511,365304090334712_527246774140442,527246774140442_527701000761686,2016-08-10T19:46:35+0000,منتجاتكم ممتازه انا جهزت اولادي التلاته من عندكم بس نفسي تدرسوا نظام التقسيط ياريت,4
11512,365304090334712_527246774140442,527246774140442_527627587435694,2016-08-10T14:47:29+0000,من فضلك كنت اشتريت من عندكم من تسعه سنين وكنت مسافره صالون ولما رجعت لاقيته قشر هل فى امكانيه يتعمله اى حاجه,4
11513,365304090334712_527246774140442,527246774140442_527572210774565,2016-08-10T11:30:56+0000,الركنه بكام ومقاسها كام القطعه الصغيره والكبيره والخشب زان ومكانكوا فين,4
11514,365304090334712_527246774140442,527246774140442_527761337422319,2016-08-10T23:53:31+0000,فعلا الحاجات عندكو حلوة بس اسعاركوا بقت اغلي ف الفترة الاخيرة وكمان نسبة الخصم الي بتتعمل قليلة اوي اوي,4
11515,365304090334712_527246774140442,527246774140442_527645337433919,2016-08-10T16:06:20+0000,من فضلك عايزه ركنه 250 في 250 أو 250في 290 موجوده حاليا وسعرها كام ولو في صوره لها أكون شاكره لحضرتك,4
11516,365304090334712_527246774140442,527246774140442_527762864088833,2016-08-11T00:03:36+0000,فعلا كل الاثاث جميل ومتين وانا اشتريت كل اثاث بيتي من مفكو أسعار جميله وحلوه بس انا اخدت سفره كارمه بس عايزه أغير لون الكراسي ممكن تتكلف كام,4
11517,365304090334712_527246774140442,527246774140442_529112267287226,2016-08-14T14:00:03+0000,حد يعرف طريقة السداد يعنى لو مثلا بتشترى أوضة نوم. هل فى مقدم والباقى عند الإستلام مثلا ولا فى نظام سداد مختلف؟ رجاء سرعة الإفادة...,4
11518,365304090334712_527246774140442,527246774140442_527339000797886,2016-08-09T17:44:35+0000,الركنه مقاسها كم في كم,4
11519,365304090334712_527246774140442,527246774140442_527763170755469,2016-08-11T00:05:47+0000,عايزه اعرف في موجود عندكو كراسي سفره بس من غير التربيزه,4
11520,365304090334712_527246774140442,527246774140442_532677423597377,2016-08-23T11:24:37+0000,لازم اخد ٣ قطع ولا ممكن غرفه نوم عليها ١٠/,4
11521,365304090334712_527246774140442,527246774140442_527918877406565,2016-08-11T11:03:42+0000,هل يوجد لكم فرع فى الساحل,4
11522,365304090334712_527246774140442,527246774140442_527711114094008,2016-08-10T20:36:06+0000,فخر للصناعة المصرية ربنا يوفقكم,4
11523,365304090334712_527246774140442,527246774140442_527761260755660,2016-08-10T23:52:34+0000,انا محتاجة جزامة . ممكن اعرف سعرها كام . والتوصيل الى مصر الجديدة بكام,0
11524,365304090334712_527246774140442,527246774140442_527539590777827,2016-08-10T09:39:23+0000,من فضلك أنا عايزة السفرة كارمن .هى موجودة في أي فرع؟,4
11525,365304090334712_527246774140442,527246774140442_527422970789489,2016-08-09T23:56:31+0000,مفكو حلوان طول عمرنا عارفين جودة اخشابه و روعة تصميم اثاثه .,4
11526,365304090334712_527243390807447,527243390807447_527386070793179,2016-08-09T21:00:55+0000,"انا معظم اثاث بيتي من مفكو و الجودة عالية 
انا لو عايزة اجدد قماش السفرة و انجدها هل الخدامة دي متاحة",4
11527,365304090334712_527243390807447,527243390807447_794894047375712,2018-03-30T18:46:40+0000,ممكن صور لمكتبات نضع فيها التليفزيون,4
11528,365304090334712_527243390807447,527243390807447_527340494131070,2016-08-09T17:52:41+0000,انا اشتريت من عندهم حاجات من٢٧ سنه وجميله جدا حقيقى خشبهم حلو ويستاهل,4
11529,365304090334712_527243390807447,527243390807447_527347137463739,2016-08-09T18:06:19+0000,كل حاجة عندهم مطابخ وحجرات النوم والسفرة الصالون الانتريه المكاتب والمكتبات حاجة جميلة جدا وثمنها فيها بيعيش عمر,4
11530,365304090334712_527243390807447,527243390807447_527333414131778,2016-08-09T17:18:58+0000,بصرأحه مفكو حلوان ملهاش مثيل في الجوده العاليه دأيمآ في تقدم وأزدهار أحسنتم الصنع,4
11531,365304090334712_527243390807447,527243390807447_527373510794435,2016-08-09T19:55:01+0000,انا اشتريت من عندكوا انتريه من 15 سنه ولكنه تحفه بس كنت عايزه اغير لون القماش هل عندكم خدمه ما بعد البيع وممكن يتجدد عندكوا ارجوا الرد وشكراااااا,4
11532,365304090334712_527243390807447,527243390807447_527517290780057,2016-08-10T07:39:33+0000,طب انا لو واخدة غرفة اطفال من عندكم وفيها حاجات باظت ممكن تظبطوها ولا لا,4
11533,365304090334712_527243390807447,527243390807447_527411434123976,2016-08-09T22:56:32+0000,باستري هل عندكم سراير شبابي عرض 140 سم ..وكذلك دواليب شبابي ..وياتري تقريبا الأسعار ..,4
11534,365304090334712_527243390807447,527243390807447_527420277456425,2016-08-09T23:41:04+0000,"انا اشتريت أنتريه من مفكو حلوان من 20 سنة وخشبه زى ماهو شركة رائعة 
بس عاوزة اعرف لو حبيت اجدده ينفع يتجدد عندكم وممكن تكلفته تكون كام هو طبعا موديل أكيد قديم شوية بس خشبه رائع مش عاوزة افرط فيه خسارة هو كان من موديلات فرش المصايف بس انتريه رائع كنبة تتفرد سرير بسحارة و 2 كرسى فوتيه",4
11535,365304090334712_527243390807447,527243390807447_527540640777722,2016-08-10T09:44:27+0000,عاوزه اعرف فين فرع مدينه نصر ولو عاوزه سفره بست كراسى بس ح تبقى فى حدود كام,4
11536,365304090334712_527243390807447,527243390807447_527526994112420,2016-08-10T08:41:42+0000,لو سمحت هل فيه كرسى زى الفوتيه لكن عرضه مش كبير و ينفع يتفتح سرير او له جزء يتفرد الرجل عليه و إذا فيه الأسعار و الأشكال اذا سمحت,1
11537,365304090334712_527243390807447,527243390807447_527521354112984,2016-08-10T08:04:52+0000,طيب انا لو حبيت اعمل صيانة لحاجات اشترتها من عندكم كراسي سفرة وانترية وكلمتكم كذا مرة لكن ما فيش اى استجابة منكم علشان حد يجى يعمل الصيانة,4
11538,365304090334712_527243390807447,527243390807447_527494724115647,2016-08-10T05:55:14+0000,شركة محترمه...خشب محترم بيعيش ويستحمل... لكن للاسف تجربتي مع الصيانه مش جيده. صلحولي باب الدولاب الجرار وباظ تاني بعدها بكام اسبوع...,4
11539,365304090334712_527243390807447,527243390807447_527450847453368,2016-08-10T02:23:23+0000,لو سمحت كنت عايز سرير بدورين ويبقى فيه ادراج ممكن اعرف السعر بيتراوح بين كام وكام وممكن صور.. وشكرا,1
11540,365304090334712_527243390807447,527243390807447_527422760789510,2016-08-09T23:56:09+0000,ممكن. اطلب اول ديزاين علي اليمين بس اكبرة شويه ازود ضلفه فوق و ضلفه تحت ؟و لو ينفع اعرف هيبقي سعرها كام؟,4
11541,365304090334712_527243390807447,527243390807447_527420117456441,2016-08-09T23:39:44+0000,"لو اشتريت الجزامه حاخد اللي موجوده في المعرض ولا حتعملولي زيها 
ولو حتعملوا زيها ممكن ادخل عليها تعديل بسيط والاستلام بعد كام يوم",4
11542,365304090334712_527243390807447,527243390807447_527396467458806,2016-08-09T21:50:02+0000,انا اشتريت اوضه نوم من عندكوا من 8 سنين فرع مدينه نصر جميله ورقيقه بس السرير من الجنب في حته قشرت ومن غير لعب الولاد فيها ولا حاجه هل ليها علاج خايفه الجنب كله يقشر ويبوظ .. مش بقول كده علشان اسوأ سمعه المكان لكن فعلا محتاجه اعرف لو ليها علاج,4
11543,365304090334712_527243390807447,527243390807447_527343800797406,2016-08-09T17:56:57+0000,سؤال انتوا قفلتوا ليه فرع المهندسين و عايزه اسأل عن كنبه سرير مقاس ١٦٠ او١٧٥ سم لو فيه قولولى نلاقيها فى اى فرع,4
11544,365304090334712_527243390807447,527243390807447_527539454111174,2016-08-10T09:38:46+0000,شركه محترمه .وخامات فوق الممتازه .انا اشتريت منهم حجرة نوم اطفال وفرشت شاليه في الساحل من عندهم من تلاتين سنه .ولسه العفش كله بحاله جيده .ليا طلب عندكم لو سامحتوا ....ارجو عرض منتاجتكم على النت للتسهيل على الناس اللي ماعندهمش فروع قريبه منهم .ارجو الرد .,4
11545,365304090334712_527243390807447,527243390807447_529112310620555,2016-08-14T14:00:20+0000,حد يعرف طريقة السداد يعنى لو مثلا بتشترى أوضة نوم. هل فى مقدم والباقى عند الإستلام مثلا ولا فى نظام سداد مختلف؟ رجاء سرعة الإفادة...,4
11546,365304090334712_527243390807447,527243390807447_527410310790755,2016-08-09T22:51:15+0000,بدايه تسويقيه جيده لاسم عريق نفتخر بالتعامل معه ومحل للثقه فعلا,4
11547,365304090334712_527243390807447,527243390807447_795662853965498,2018-04-01T13:36:04+0000,ممكن صور جزامات من فضلك وممكن اشتريها اون لاين ولا لازم اجى اى فرع,4
11548,365304090334712_527243390807447,527243390807447_527392694125850,2016-08-09T21:31:26+0000,"معلش ممكن اشوف صور انتريهات او ركنة
والاسعار لو سمحت ع الخاص .. شكرآ",1
11549,365304090334712_527243390807447,527243390807447_527382530793533,2016-08-09T20:38:20+0000,اشتريت سفرة واكتشفت ان البوفيه غير عملي وعايزة أعدل فيه,4
11550,365304090334712_527243390807447,527243390807447_527340020797784,2016-08-09T17:50:53+0000,هو كل المنتج جزامات.مفيش كنبه تفتح سرير وتكون بارفف وراها (ستوديو),4
11551,365304090334712_525407660991020,525407660991020_526247684240351,2016-08-06T19:46:07+0000,"هو انتم المطابخ عندكم جاهزه ولا لسه بترفعوا المقاسات و تعملوا التصميم؟ 
و لو سمحت سعر المتر في الكونتر قشر أرو ب كام؟",1
11552,365304090334712_525407660991020,525407660991020_526894250842361,2016-08-08T13:48:23+0000,هل مفيش غرف نوم للأطفال والشباب غير المعروضة بس فى المعرض ولا فى أشكال تانية مش معروضة أقدر أختار منها؟!,4
11553,365304090334712_525407660991020,525407660991020_526414420890344,2016-08-07T08:53:45+0000,هو فيه خشب صناعي ما كل الخشب طبيعى لكن نوعه ايه ( ارو / زان / سويد ) ولا ايه,4
11554,365304090334712_525407660991020,525407660991020_526414130890373,2016-08-07T08:51:45+0000,ممكن تعملوا زياره للمحافظات ولا ممكن أصور المطبخ وأجيب ابعاده طول x عرض وارتفاع وأنقى موديل للتنفيذ,4
11555,365304090334712_525407660991020,525407660991020_526227717575681,2016-08-06T18:14:02+0000,من فضلكم اعلنوا عن المنتجات علشان نشوف الاشكال والاسعار ايه,4
11556,365304090334712_525407660991020,525407660991020_526164754248644,2016-08-06T14:30:31+0000,فى وحدة مقاس ٢.٥متر *٦٠ ولو موجودة تتكلف كام,4
11557,365304090334712_525407660991020,525407660991020_526126217585831,2016-08-06T12:24:28+0000,لو عاوزة مكتبة مترين ونصف يكون سعرها كام.انا فى اسماعيلية,0
11558,365304090334712_525407660991020,525407660991020_526256874239432,2016-08-06T20:21:55+0000,اكيد أسعار ناااااار علشان كدة مابيردوش على الاسعار,4
11559,365304090334712_525407660991020,525407660991020_526220960909690,2016-08-06T17:48:22+0000,ممكن تقفلوا مطبخ على رخامات متركبه في الحيطه?,4
11560,365304090334712_525407660991020,525407660991020_526303340901452,2016-08-07T00:05:47+0000,يعنى مش عرضتوا الجزامات,4
11561,365304090334712_525407660991020,525407660991020_526234890908297,2016-08-06T18:52:51+0000,"الاتنريهات المودرن المنسية قماش خشب
ها ايه",4
11562,365304090334712_525407660991020,525407660991020_526417817556671,2016-08-07T09:06:30+0000,معلش الخشب الطبيعي زان يعني وأقرب فرع ل طنطا ايه,4
11563,365304090334712_525407660991020,525407660991020_526376050894181,2016-08-07T05:55:05+0000,مش ممكن كتالوج صور لمنتجاتكم,4
11564,365304090334712_525407660991020,525407660991020_526131744251945,2016-08-06T12:50:30+0000,نوع الخشب ايه,4
11565,365304090334712_525407660991020,525407660991020_526119754253144,2016-08-06T11:59:48+0000,ممكن اعرف سعره كام والمقاس اد اه,0
11566,365304090334712_525407660991020,525407660991020_551478315050621,2016-10-06T16:11:00+0000,بكام دة,4
11567,365304090334712_525407660991020,525407660991020_528828853982234,2016-08-13T18:44:23+0000,انتو فين ف حلوان,4
11568,365304090334712_525407660991020,525407660991020_526530724212047,2016-08-07T15:09:39+0000,المطبخ شكله رائع وفين الجزامة,4
